iter	Logloss
281	0.3617054072
282	0.3616662344
283	0.361639723
284	0.3616132637
285	0.361590224
286	0.3615205264
287	0.3614872906
288	0.3614265718
289	0.361365859
290	0.3613415417
291	0.3613188272
292	0.3612979991
293	0.3612236471
294	0.3611897817
295	0.3611543828
296	0.3611303821
297	0.3610630545
298	0.3610371988
299	0.3610096064
300	0.3609869484
301	0.360962288
302	0.3609317668
303	0.3609138331
304	0.3608559455
305	0.3607898294
306	0.3607664238
307	0.3607099076
308	0.3606827459
309	0.3606561023
310	0.3606306032
311	0.3606122727
312	0.3605919625
313	0.3605684227
314	0.3605297897
315	0.3604795847
316	0.3604285877
317	0.3603784734
318	0.3603590258
319	0.3603089865
320	0.3602894587
321	0.3602366778
322	0.3602215989
323	0.360172179
324	0.3601533544
325	0.3601315127
326	0.3601144441
327	0.3600970389
328	0.3600524679
329	0.3600366745
330	0.3599921184
331	0.3599771936
332	0.3599596187
333	0.3599376503
334	0.3599240767
335	0.359900249
336	0.3598473049
337	0.3598175604
338	0.359803104
339	0.3597738707
340	0.3597591668
341	0.3597350029
342	0.3597127724
343	0.3596908794
344	0.3596734062
345	0.3596286825
346	0.35960583
347	0.3595798481
348	0.3595670793
349	0.3595506727
350	0.3595221235
351	0.3595073349
352	0.3594918823
353	0.359477128
354	0.3594613873
355	0.359437576
356	0.3593962358
357	0.3593495441
358	0.3593227127
359	0.3593003862
360	0.359285846
361	0.3592735852
362	0.3592572475
363	0.3592316302
364	0.3592133049
365	0.3591862113
366	0.3591694575
367	0.3591563607
368	0.359114124
369	0.3590871714
370	0.3590476663
371	0.3590269383
372	0.3590146626
373	0.3589992435
374	0.3589874475
375	0.3589706808
376	0.3589473761
377	0.3589355236
378	0.3589128809
379	0.3588711158
380	0.3588594986
381	0.3588404627
382	0.3588290115
383	0.3588176601
384	0.3587856015
385	0.358774607
386	0.3587635885
387	0.3587427192
388	0.3587299025
389	0.3587167492
390	0.3586893712
391	0.3586730142
392	0.3586596553
393	0.3586491741
394	0.3586270108
395	0.358615139
396	0.3586030725
397	0.3585937796
398	0.3585793398
399	0.3585683948
400	0.3585491778
401	0.3585364015
402	0.3585229463
403	0.3585115647
404	0.3584984113
405	0.3584841305
406	0.3584720851
407	0.3584519133
408	0.3584414943
409	0.3584315432
410	0.3584094369
411	0.358396926
412	0.3583841172
413	0.3583656947
414	0.3583483532
415	0.3583378983
416	0.3583295572
417	0.3582996296
418	0.3582788847
419	0.3582444379
420	0.3582329133
421	0.3582180347
422	0.3582084296
423	0.3581899829
424	0.358169999
425	0.3581398785
426	0.3581309201
427	0.3580930856
428	0.3580653256
429	0.3580577447
430	0.3580258609
431	0.3579985082
432	0.3579878821
433	0.3579795015
434	0.357961973
435	0.357943484
436	0.3579323316
437	0.3579235102
438	0.3579151278
439	0.3578950697
440	0.3578807895
441	0.3578679963
442	0.3578556172
443	0.3578377839
444	0.3578278791
445	0.3578185961
446	0.3577904426
447	0.3577782891
448	0.3577539787
449	0.3577422816
450	0.3577321461
451	0.3577232325
452	0.3577136395
453	0.3577030553
454	0.357693928
455	0.3576788833
456	0.3576549539
457	0.3576390096
458	0.3576270507
459	0.3576156039
460	0.3576004195
461	0.3575860993
462	0.3575757012
463	0.3575587928
464	0.3575486567
465	0.3575319615
466	0.3575174594
467	0.3575079263
468	0.3574971425
469	0.3574873
470	0.3574759045
471	0.3574589257
472	0.3574372722
473	0.357422608
474	0.3574011199
475	0.357366897
476	0.3573498397
477	0.3573396257
478	0.3573278829
479	0.3573178717
480	0.3573078841
481	0.3572940927
482	0.3572850516
483	0.3572632918
484	0.3572420044
485	0.3572258513
486	0.3571980288
487	0.3571884404
488	0.3571769525
489	0.3571558486
490	0.3571461516
491	0.3571256312
492	0.3571173853
493	0.3571014637
494	0.3570930192
495	0.3570842834
496	0.3570762323
497	0.3570688767
498	0.3570514242
499	0.3570443794
500	0.3570311254
501	0.3570118717
502	0.3570028216
503	0.3569906784
504	0.3569801291
505	0.3569708201
506	0.356961269
507	0.3569473409
508	0.3569365292
509	0.3569282125
510	0.3569137809
511	0.3568987225
512	0.3568895283
513	0.3568804227
514	0.3568665692
515	0.3568587529
516	0.356848482
517	0.3568397254
518	0.3568241929
519	0.3568039188
520	0.3567964571
521	0.3567801227
522	0.3567712147
523	0.3567639659
524	0.356747405
525	0.3567287597
526	0.3567138221
527	0.3567044407
528	0.3566964349
529	0.3566844524
530	0.3566746766
531	0.3566643223
532	0.3566424768
533	0.3566336066
534	0.356614124
535	0.356606721
536	0.3565926365
537	0.356584011
538	0.3565722121
539	0.356564502
540	0.3565542395
541	0.3565469778
542	0.3565352536
543	0.3565250797
544	0.3565097658
545	0.3565034856
546	0.3564956656
547	0.3564784643
548	0.3564550362
549	0.3564472159
550	0.3564327668
551	0.3564229296
552	0.3564161032
553	0.356400749
554	0.3563902767
555	0.3563810017
556	0.3563693786
557	0.3563588483
558	0.3563513466
559	0.3563430817
560	0.3563349104
561	0.3563219085
562	0.3563036571
563	0.3562839596
564	0.356272785
565	0.3562647903
566	0.3562559073
567	0.3562498803
568	0.3562413863
569	0.356227015
570	0.3562199008
571	0.3562128771
572	0.3562031738
573	0.3561899374
574	0.3561836531
575	0.3561731408
576	0.3561663107
577	0.3561572622
578	0.3561498936
579	0.3561415141
580	0.3561345258
581	0.3561216431
582	0.3561086624
583	0.3561008705
584	0.356085112
585	0.3560776865
586	0.3560659556
587	0.3560554954
588	0.3560461796
589	0.3560384219
590	0.3560238283
591	0.3560155095
592	0.3560048123
593	0.3559941864
594	0.3559881211
595	0.3559795303
596	0.3559663843
597	0.355951355
598	0.3559416316
599	0.3559336934
600	0.3559250934
601	0.3559161009
602	0.3559081134
603	0.3558941672
604	0.3558804768
605	0.355873634
606	0.3558674251
607	0.3558582615
608	0.3558507296
609	0.3558428177
610	0.3558313508
611	0.3558240184
612	0.3558175892
613	0.3558034466
614	0.3557939417
615	0.3557875402
616	0.3557724865
617	0.3557644755
618	0.35575762
619	0.355750317
620	0.3557419576
621	0.3557317564
622	0.3557187567
623	0.3557119304
624	0.355697492
625	0.3556828821
626	0.3556687434
627	0.3556596745
628	0.3556507256
629	0.3556389346
630	0.3556287721
631	0.3556210412
632	0.3556151114
633	0.3556030419
634	0.3555965455
635	0.3555867186
636	0.3555788045
637	0.355571666
638	0.355557949
639	0.3555487019
640	0.3555359286
641	0.3555297081
642	0.3555236248
643	0.3555138372
644	0.3555054437
645	0.3554996319
646	0.3554898519
647	0.3554779644
648	0.3554601911
649	0.3554506072
650	0.3554421326
651	0.355434661
652	0.3554263948
653	0.3554197966
654	0.3554134641
655	0.3554007836
656	0.3553896483
657	0.3553774119
658	0.3553662815
659	0.3553612394
660	0.355352844
661	0.3553453602
662	0.3553379401
663	0.3553270267
664	0.3553209988
665	0.355313668
666	0.3552952367
667	0.3552870176
668	0.3552808509
669	0.3552735109
670	0.3552638792
671	0.3552428084
672	0.355234053
673	0.3552216319
674	0.3552042481
675	0.3551956194
676	0.3551885099
677	0.3551788014
678	0.3551701178
679	0.3551606715
680	0.3551540503
681	0.3551478475
682	0.3551421562
683	0.3551353795
684	0.3551288598
685	0.3551099783
686	0.3551047499
687	0.3550981976
688	0.3550861446
689	0.3550781342
690	0.355067078
691	0.3550611886
692	0.3550541741
693	0.3550402326
694	0.3550308206
695	0.355022667
696	0.355016778
697	0.3550088781
698	0.3550021061
699	0.3549912007
700	0.3549827056
701	0.3549722998
702	0.3549641674
703	0.3549570346
704	0.3549488704
705	0.3549430425
706	0.3549340808
707	0.3549288034
708	0.354920538
709	0.3549123813
710	0.3549062704
711	0.3548990054
712	0.3548901063
713	0.3548827873
714	0.3548724381
715	0.3548631525
716	0.3548532716
717	0.354848792
718	0.3548427113
719	0.3548277396
720	0.3548206264
721	0.3548143484
722	0.3548053577
723	0.3547999256
724	0.354791634
725	0.3547833202
726	0.3547752259
727	0.3547681231
728	0.3547525302
729	0.3547454271
730	0.3547367315
731	0.3547263979
732	0.3547161724
733	0.3547108565
734	0.3547047877
735	0.3546998928
736	0.3546928212
737	0.3546876832
738	0.354676997
739	0.3546704262
740	0.3546626888
741	0.354653171
742	0.3546469381
743	0.3546403802
744	0.3546331555
745	0.3546206189
746	0.3546095264
747	0.3546010212
748	0.354583329
749	0.3545708178
750	0.3545613088
751	0.3545532352
752	0.354546919
753	0.3545376501
754	0.3545278747
755	0.3545130557
756	0.3545049005
757	0.3544974547
758	0.3544819108
759	0.3544741369
760	0.3544692343
761	0.3544622048
762	0.3544556994
763	0.3544446559
764	0.3544354361
765	0.3544299937
766	0.3544240168
767	0.3544179154
768	0.3544118654
769	0.3544023331
770	0.3543955708
771	0.3543878896
772	0.3543810835
773	0.3543733994
774	0.3543562392
775	0.3543480172
776	0.3543379478
777	0.3543250352
778	0.3543151855
779	0.3543092874
780	0.354302396
781	0.3542934142
782	0.3542869937
783	0.3542795649
784	0.3542726079
785	0.3542616033
786	0.3542510778
787	0.3542444738
788	0.3542380797
789	0.3542322287
790	0.3542242154
791	0.354217371
792	0.3542126419
793	0.3542027798
794	0.3541943499
795	0.3541869164
796	0.3541813869
797	0.3541757945
798	0.354169055
799	0.3541558077
800	0.3541497526
801	0.3541286771
802	0.354121331
803	0.3541101914
804	0.3541054738
805	0.3540949467
806	0.3540835951
807	0.3540696011
808	0.3540602876
809	0.3540521743
810	0.3540426019
811	0.3540375063
812	0.3540317052
813	0.3540228908
814	0.3540153971
815	0.3540028384
816	0.3539972314
817	0.3539913676
818	0.35398474
819	0.3539697897
820	0.3539602235
821	0.3539555188
822	0.3539494727
823	0.3539421315
824	0.3539278346
825	0.353921205
826	0.3539146055
827	0.353909622
828	0.3539044475
829	0.3538930171
830	0.3538856393
831	0.3538795835
832	0.3538741184
833	0.3538658808
834	0.3538556294
835	0.3538479777
836	0.353841028
837	0.3538336843
838	0.3538281535
839	0.3538188702
840	0.3538116775
841	0.3538053172
842	0.3537957951
843	0.3537898803
844	0.3537805719
845	0.3537743794
846	0.3537699766
847	0.3537647702
848	0.3537576031
849	0.3537501318
850	0.3537433796
851	0.3537370267
852	0.3537289434
853	0.3537212135
854	0.3537107235
855	0.3537055923
856	0.3537005383
857	0.3536933495
858	0.3536861616
859	0.3536775166
860	0.3536694509
861	0.3536572471
862	0.3536516667
863	0.3536438041
864	0.3536353943
865	0.3536299441
866	0.3536147658
867	0.3535997523
868	0.3535931552
869	0.3535863898
870	0.3535793983
871	0.3535706782
872	0.353562046
873	0.353554447
874	0.3535408315
875	0.3535348658
876	0.3535296761
877	0.3535222707
878	0.3535151353
879	0.3535066119
880	0.3534974579
881	0.3534909402
882	0.3534839629
883	0.3534766197
884	0.3534674076
885	0.353458719
886	0.353452668
887	0.353444836
888	0.3534365781
889	0.3534283771
890	0.3534186201
891	0.3534095793
892	0.3534002207
893	0.3533943044
894	0.3533875218
895	0.3533828647
896	0.353377388
897	0.3533698816
898	0.353357296
899	0.35335186
900	0.3533418546
901	0.3533321337
902	0.3533225216
903	0.3533156422
904	0.3533088744
905	0.3533012572
906	0.3532978
907	0.353293179
908	0.3532832362
909	0.3532779231
910	0.3532738181
911	0.3532640139
912	0.3532560334
913	0.3532477466
914	0.3532380749
915	0.3532304189
916	0.3532236989
917	0.3532166895
918	0.3532042397
919	0.3531981301
920	0.3531869088
921	0.3531780201
922	0.3531705887
923	0.3531660438
924	0.3531574272
925	0.3531490611
926	0.353137381
927	0.3531271734
928	0.3531166221
929	0.3531096338
930	0.353103708
931	0.3530973736
932	0.3530899831
933	0.3530778742
934	0.3530712745
935	0.3530608768
936	0.3530543547
937	0.3530463618
938	0.3530389973
939	0.353035147
940	0.3530280941
941	0.3530185849
942	0.3530088956
943	0.353003344
944	0.3529944239
945	0.3529863945
946	0.3529804469
947	0.352975378
948	0.3529650738
949	0.352960008
950	0.3529532505
951	0.352945284
952	0.3529372621
953	0.3529260118
954	0.3529182943
955	0.3529127112
956	0.3529071984
957	0.3528999998
958	0.3528938488
959	0.3528862506
960	0.3528746482
961	0.3528673912
962	0.352861101
963	0.3528514211
964	0.3528444586
965	0.3528369512
966	0.3528267945
967	0.3528181491
968	0.3528119835
969	0.3528027721
970	0.3527949515
971	0.3527877719
972	0.352781789
973	0.3527760042
974	0.3527673564
975	0.3527613019
976	0.3527535505
977	0.3527479358
978	0.352743309
979	0.3527381466
980	0.3527305427
981	0.3527235448
982	0.3527150065
983	0.3527090031
984	0.3527044031
985	0.3526988481
986	0.3526920594
987	0.3526864809
988	0.3526790007
989	0.3526721982
990	0.3526661375
991	0.3526606656
992	0.3526522278
993	0.3526476164
994	0.3526401376
995	0.3526360829
996	0.3526306474
997	0.3526236463
998	0.3526174877
999	0.3526125551
